response_id,questionnaire_id,started_at,finished_at,duration_seconds,completed,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20
R2026060312003414243800302,elder_digital_2026,2026-05-30 23:35:47,2026-05-30 23:37:55,127.6,1,70_79,female,alone,junior,yes,3_5,none,yes,rarely,yes,4,no,3,give_up,human_help|simpler,3,yes,reluctant,4,
R2026060312003414480800304,elder_digital_2026,2026-06-01 11:18:47,2026-06-01 11:24:32,345.2,1,60_69,male,institution,junior,no,,,,,,,,,self_explore,human_help|simpler,5,no,reluctant,3,操作能再简单点就好
R2026060312003414710500306,elder_digital_2026,2026-05-22 03:58:47,2026-05-22 04:04:37,350.0,1,70_79,male,institution,senior,yes,lt1,none,no,never,yes,3,yes,4,give_up,anti_scam,3,yes,reluctant,1,
R2026060312003414940100308,elder_digital_2026,2026-05-29 21:59:57,2026-05-29 22:05:19,322.1,1,70_79,female,alone,junior,no,,,,,,,,,self_explore,human_help|simpler,3,yes,eager,2,希望有人能教教我们
R2026060312003415170100310,elder_digital_2026,2026-05-26 15:15:44,2026-05-26 15:22:36,412.1,1,60_69,male,alone,junior,no,,,,,,,,,ask_friends,human_help|bigger_font,4,no,resist,0,希望有人能教教我们
R2026060312003415397400312,elder_digital_2026,2026-05-30 07:31:39,2026-05-30 07:35:55,256.1,0,60_69,male,institution,junior,no,,,,,,,,,ask_children,human_help|simpler,3,no,reluctant,0,
R2026060312003415625400314,elder_digital_2026,2026-06-02 17:35:43,2026-06-02 17:43:25,462.3,1,70_79,male,alone,primary,no,,,,,,,,,give_up,anti_scam,4,no,resist,3,挺好的没什么意见
R2026060312003415856400316,elder_digital_2026,2026-05-24 13:31:19,2026-05-24 13:34:49,209.9,1,below_60,male,with_children,primary,no,,,,,,,,,give_up,human_help|simpler|bigger_font,3,no,eager,3,
R2026060312003416088600318,elder_digital_2026,2026-05-24 17:23:13,2026-05-24 17:32:59,585.9,1,70_79,female,with_spouse,college,no,,,,,,,,,self_explore,voice_assist|anti_scam,3,yes,eager,4,挺好的没什么意见
R2026060312003416323600320,elder_digital_2026,2026-05-22 14:04:31,2026-05-22 14:13:06,515.0,1,above_80,male,alone,primary,no,,,,,,,,,self_explore,human_help|simpler|anti_scam,4,yes,resist,5,操作能再简单点就好
R2026060312003416557500322,elder_digital_2026,2026-05-27 19:41:16,2026-05-27 19:48:46,449.5,1,70_79,female,institution,primary,no,,,,,,,,,self_explore,simpler|voice_assist|anti_scam,1,yes,resist,0,语音功能很需要
R2026060312003416787100324,elder_digital_2026,2026-05-29 00:27:38,2026-05-29 00:31:02,204.5,1,above_80,male,with_spouse,college,yes,gt5,too_complex|fear_scam|forget_steps,yes,daily,no,,no,2,ask_friends,anti_scam|simpler|human_help,5,no,willing,0,挺好的没什么意见
R2026060312003417020400326,elder_digital_2026,2026-05-29 17:31:59,2026-05-29 17:35:09,190.8,1,below_60,female,institution,junior,no,,,,,,,,,ask_friends,human_help|anti_scam,3,yes,eager,0,希望有人能教教我们
R2026060312003417259000328,elder_digital_2026,2026-05-31 20:31:16,2026-05-31 20:35:14,237.7,1,70_79,male,with_children,junior,yes,1_3,fear_scam,no,rarely,no,,yes,4,ask_friends,bigger_font|anti_scam|simpler,3,no,willing,3,担心被骗
R2026060312003417501400330,elder_digital_2026,2026-05-27 17:21:00,2026-05-27 17:27:43,402.9,1,above_80,female,with_spouse,primary,yes,3_5,misclick|too_complex|none,no,never,no,,no,5,ask_friends,simpler|anti_scam,2,no,willing,5,挺好的没什么意见
R2026060312003417734500332,elder_digital_2026,2026-05-28 12:06:36,2026-05-28 12:12:08,331.9,1,70_79,female,alone,college,no,,,,,,,,,give_up,voice_assist,4,yes,reluctant,1,
R2026060312003417972500334,elder_digital_2026,2026-06-03 00:31:36,2026-06-03 00:37:25,349.2,1,below_60,female,with_children,junior,yes,lt1,font_small|none,yes,often,no,,yes,5,ask_friends,voice_assist,3,no,reluctant,0,挺好的没什么意见
R2026060312003418209900336,elder_digital_2026,2026-06-01 00:54:47,2026-06-01 00:58:11,204.7,1,above_80,female,with_spouse,junior,yes,lt1,fear_scam,no,never,yes,3,no,4,ask_friends,human_help|bigger_font|anti_scam,3,yes,willing,4,希望字体更大一些
R2026060312003418447100338,elder_digital_2026,2026-05-26 14:14:45,2026-05-26 14:17:03,137.8,1,below_60,female,with_children,junior,no,,,,,,,,,ask_children,simpler,5,no,eager,3,挺好的没什么意见
R2026060312003418689500340,elder_digital_2026,2026-05-20 12:03:05,2026-05-20 12:11:19,493.9,1,above_80,male,with_spouse,senior,yes,3_5,fear_scam,yes,often,no,,no,3,ask_children,simpler|human_help,4,no,resist,5,挺好的没什么意见
R2026060312003418950900342,elder_digital_2026,2026-05-30 00:03:03,2026-05-30 00:07:00,237.1,1,above_80,female,with_children,college,yes,1_3,too_complex|fear_scam|font_small,yes,never,yes,2,no,3,give_up,voice_assist|simpler|bigger_font,2,no,resist,2,希望字体更大一些
R2026060312003419196000344,elder_digital_2026,2026-05-24 11:40:51,2026-05-24 11:47:00,369.0,1,above_80,male,alone,primary,yes,1_3,too_complex|fear_scam,yes,rarely,no,,no,3,self_explore,human_help|bigger_font|simpler,3,yes,reluctant,2,挺好的没什么意见
R2026060312003419440600346,elder_digital_2026,2026-05-21 20:58:04,2026-05-21 21:04:20,376.1,0,below_60,male,alone,college,yes,1_3,fear_scam,yes,often,no,,no,3,ask_friends,anti_scam|simpler|human_help,2,yes,resist,3,
R2026060312003419688800348,elder_digital_2026,2026-05-22 17:59:53,2026-05-22 18:06:43,409.5,1,above_80,female,alone,primary,no,,,,,,,,,ask_children,human_help,3,no,willing,5,
R2026060312003419936900350,elder_digital_2026,2026-05-29 15:10:12,2026-05-29 15:16:57,405.3,1,above_80,female,institution,senior,no,,,,,,,,,give_up,bigger_font,4,yes,resist,1,操作能再简单点就好
R2026060312003420168200352,elder_digital_2026,2026-05-25 22:54:15,2026-05-25 23:02:43,508.3,1,below_60,female,with_spouse,junior,no,,,,,,,,,ask_friends,simpler|bigger_font|anti_scam,5,no,eager,0,担心被骗
R2026060312003420406900354,elder_digital_2026,2026-05-27 18:10:11,2026-05-27 18:15:43,331.6,1,below_60,female,with_children,primary,no,,,,,,,,,ask_friends,simpler,5,no,resist,1,挺好的没什么意见
R2026060312003420649200356,elder_digital_2026,2026-05-31 10:57:33,2026-05-31 11:07:28,594.1,1,60_69,female,with_children,primary,yes,3_5,none|misclick|forget_steps,no,never,no,,no,4,ask_friends,human_help,4,yes,eager,0,担心被骗
R2026060312003420889900358,elder_digital_2026,2026-05-30 08:55:27,2026-05-30 09:01:42,375.5,1,below_60,female,institution,senior,yes,3_5,too_complex|fear_scam|font_small,no,rarely,yes,4,yes,4,ask_friends,anti_scam,1,yes,reluctant,2,操作能再简单点就好
R2026060312003421143000360,elder_digital_2026,2026-05-28 19:03:23,2026-05-28 19:12:56,572.8,1,60_69,male,alone,college,yes,lt1,fear_scam,no,rarely,yes,3,yes,2,ask_children,anti_scam|bigger_font,1,no,reluctant,2,希望有人能教教我们
R2026060312003421381200362,elder_digital_2026,2026-05-31 14:57:30,2026-05-31 15:06:26,535.7,1,70_79,female,with_children,senior,no,,,,,,,,,self_explore,anti_scam|human_help,2,no,eager,3,语音功能很需要
R2026060312003421626900364,elder_digital_2026,2026-05-26 18:20:52,2026-05-26 18:28:50,478.2,1,60_69,female,institution,junior,no,,,,,,,,,give_up,anti_scam|human_help,4,no,reluctant,2,希望字体更大一些
R2026060312003421870700366,elder_digital_2026,2026-05-21 22:23:49,2026-05-21 22:31:39,469.9,0,70_79,male,institution,college,no,,,,,,,,,give_up,human_help|voice_assist|bigger_font,3,yes,resist,5,操作能再简单点就好
R2026060312003422119500368,elder_digital_2026,2026-05-24 08:56:04,2026-05-24 09:04:30,506.5,1,above_80,male,with_spouse,college,yes,3_5,font_small|fear_scam|forget_steps,yes,rarely,yes,2,yes,1,self_explore,bigger_font|voice_assist|anti_scam,5,yes,willing,2,语音功能很需要
R2026060312003422366400370,elder_digital_2026,2026-05-20 23:24:19,2026-05-20 23:26:59,159.5,1,below_60,male,alone,senior,no,,,,,,,,,self_explore,voice_assist,3,no,eager,0,操作能再简单点就好
R2026060312003422611900372,elder_digital_2026,2026-05-21 12:26:58,2026-05-21 12:30:42,224.3,1,60_69,male,institution,primary,no,,,,,,,,,ask_friends,simpler,3,no,willing,3,操作能再简单点就好
R2026060312003422863500374,elder_digital_2026,2026-05-30 20:13:48,2026-05-30 20:20:19,390.2,1,60_69,male,institution,senior,yes,lt1,none|font_small,no,often,yes,4,no,5,ask_children,simpler,5,yes,willing,5,挺好的没什么意见
R2026060312003423117300376,elder_digital_2026,2026-05-29 06:27:36,2026-05-29 06:36:52,556.0,1,above_80,female,alone,college,yes,gt5,none,no,rarely,yes,3,yes,5,self_explore,simpler,2,no,eager,2,担心被骗
R2026060312003423358400378,elder_digital_2026,2026-05-26 01:28:29,2026-05-26 01:32:33,243.4,1,above_80,male,institution,primary,yes,lt1,font_small,yes,rarely,no,,yes,4,self_explore,human_help|anti_scam,4,yes,reluctant,3,操作能再简单点就好
R2026060312003423616700380,elder_digital_2026,2026-05-28 20:30:35,2026-05-28 20:40:24,588.4,1,above_80,male,with_children,junior,yes,3_5,fear_scam|too_complex|forget_steps,no,daily,no,,no,5,self_explore,human_help|voice_assist,4,yes,reluctant,1,挺好的没什么意见
R2026060312003423885000382,elder_digital_2026,2026-05-22 20:45:44,2026-05-22 20:48:46,181.4,1,70_79,male,with_children,junior,yes,gt5,font_small|none,yes,often,no,,no,4,ask_children,bigger_font|simpler,4,yes,resist,1,挺好的没什么意见
R2026060312003424153600384,elder_digital_2026,2026-05-26 12:20:34,2026-05-26 12:28:17,463.0,1,below_60,male,alone,junior,yes,3_5,misclick|none|fear_scam,no,never,yes,4,yes,4,ask_friends,simpler|voice_assist|anti_scam,3,no,reluctant,3,担心被骗
R2026060312003424428900386,elder_digital_2026,2026-06-02 02:41:29,2026-06-02 02:47:46,377.5,1,below_60,female,alone,senior,yes,lt1,forget_steps,yes,never,yes,3,no,1,self_explore,anti_scam,1,no,eager,4,担心被骗
R2026060312003424707500388,elder_digital_2026,2026-05-21 03:21:26,2026-05-21 03:29:36,490.4,1,70_79,female,alone,senior,yes,3_5,too_complex|forget_steps|none,no,often,no,,no,4,ask_friends,human_help,2,no,reluctant,3,挺好的没什么意见
R2026060312003424978900390,elder_digital_2026,2026-05-22 18:20:54,2026-05-22 18:28:21,446.7,1,below_60,male,with_spouse,junior,no,,,,,,,,,self_explore,anti_scam,5,no,willing,3,希望字体更大一些
R2026060312003425254700392,elder_digital_2026,2026-06-02 07:08:51,2026-06-02 07:14:16,324.3,1,above_80,female,with_children,college,yes,1_3,too_complex|forget_steps|fear_scam,no,rarely,yes,2,yes,3,ask_children,bigger_font,4,yes,reluctant,0,语音功能很需要
R2026060312003425533500394,elder_digital_2026,2026-05-23 11:15:19,2026-05-23 11:23:08,469.0,1,below_60,male,alone,college,yes,1_3,misclick|forget_steps|fear_scam,yes,never,yes,5,no,3,self_explore,voice_assist|human_help,4,no,reluctant,2,操作能再简单点就好
R2026060312003425814500396,elder_digital_2026,2026-05-20 16:53:26,2026-05-20 17:00:28,422.1,1,60_69,male,institution,junior,yes,gt5,none,yes,never,no,,no,4,ask_friends,anti_scam,3,no,resist,1,
R2026060312003426099200398,elder_digital_2026,2026-05-28 21:55:50,2026-05-28 22:01:14,324.3,1,60_69,male,with_children,junior,yes,gt5,forget_steps|misclick|fear_scam,no,often,no,,no,3,ask_children,simpler,5,yes,willing,5,担心被骗
R2026060312003426377400400,elder_digital_2026,2026-05-26 23:06:10,2026-05-26 23:10:09,238.8,1,below_60,female,alone,college,no,,,,,,,,,ask_children,simpler|voice_assist,4,no,eager,3,希望有人能教教我们
